Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2)
3.646044546E1,-4.670288086E-2,2.312690735E-1,9.865235138E0,9.868056084E0
3.647045346E1,-3.802093506E-2,2.249821472E-1,9.874964905E0,9.877600641E0
3.648046346E1,-4.041595459E-2,2.188449097E-1,9.851613464E0,9.854126770E0
3.649047246E1,-5.538482666E-2,2.195933533E-1,9.866432648E0,9.869031458E0
3.650048146E1,-5.134323120E-2,2.242337036E-1,9.867181091E0,9.869862186E0
3.651049146E1,-4.340972900E-2,2.305206299E-1,9.870773621E0,9.873560454E0
3.652050146E1,-3.921844482E-2,2.264790344E-1,9.870923309E0,9.873599031E0
3.653051146E1,-4.805007935E-2,2.255809021E-1,9.864636383E0,9.867332290E0
3.654052046E1,-5.104385376E-2,2.329156494E-1,9.858499146E0,9.861382285E0
3.655053146E1,-5.358856201E-2,2.255809021E-1,9.866732025E0,9.869455878E0
3.656054121E1,-3.293151855E-2,2.233355713E-1,9.864187317E0,9.866770226E0
3.657055021E1,-5.254074097E-2,2.222877502E-1,9.870174866E0,9.872817443E0
3.658055921E1,-4.146377563E-2,2.263293457E-1,9.869127045E0,9.871808995E0
3.659056921E1,-5.313949585E-2,2.299218750E-1,9.867929535E0,9.870750791E0
3.660057821E1,-5.313949585E-2,2.154020691E-1,9.863438873E0,9.865933725E0
3.661058821E1,-5.179229736E-2,2.230361938E-1,9.866282959E0,9.868939508E0
3.662059621E1,-4.834945679E-2,2.227368164E-1,9.867181091E0,9.869813172E0
3.663060721E1,-4.939727783E-2,2.233355713E-1,9.870923309E0,9.873573104E0
3.664061621E1,-5.119354248E-2,2.197430420E-1,9.884095917E0,9.886670819E0
3.665062621E1,-5.418731689E-2,2.306703186E-1,9.871072998E0,9.873916507E0
3.666063621E1,-5.313949585E-2,2.255809021E-1,9.865983582E0,9.868705213E0
3.667064621E1,-4.730163574E-2,2.204914856E-1,9.871372375E0,9.873947869E0
3.668065421E1,-5.493576050E-2,2.219883728E-1,9.862840118E0,9.865490965E0
3.669066321E1,-4.939727783E-2,2.225871277E-1,9.855655060E0,9.858292032E0
3.670067221E1,-5.164260864E-2,2.327659607E-1,9.865983582E0,9.868864118E0
3.671068121E1,-4.879852295E-2,2.456391907E-1,9.871671753E0,9.874848004E0
3.672069021E1,-4.954696655E-2,2.257305908E-1,9.866582336E0,9.869288536E0
3.673069921E1,-5.897735596E-2,2.188449097E-1,9.853559418E0,9.856165817E0
3.674070821E1,-5.269042969E-2,2.282752991E-1,9.865833893E0,9.868615115E0
3.675071821E1,-5.044509888E-2,2.282752991E-1,9.873468018E0,9.876235366E0
3.676072721E1,-5.942642212E-2,2.227368164E-1,9.857002258E0,9.859697597E0
3.677073721E1,-5.418731689E-2,2.305206299E-1,9.862840118E0,9.865682502E0
3.678074621E1,-4.879852295E-2,2.272274780E-1,9.864337006E0,9.867074449E0
3.679075521E1,-4.939727783E-2,2.154020691E-1,9.862540741E0,9.865016371E0
3.680076521E1,-4.730163574E-2,2.380050659E-1,9.863289185E0,9.866273734E0
3.681077421E1,-4.954696655E-2,2.344125366E-1,9.874515839E0,9.877422092E0
3.682078221E1,-5.179229736E-2,2.194436646E-1,9.868977356E0,9.871552665E0
3.683079121E1,-4.251159668E-2,2.278262329E-1,9.859696655E0,9.862420097E0
3.684080021E1,-4.670288086E-2,2.182461548E-1,9.874665527E0,9.877187445E0
3.685080821E1,-4.131408691E-2,2.203417969E-1,9.868528290E0,9.871074307E0
3.686081621E1,-3.832031250E-2,2.192939758E-1,9.854307861E0,9.856822090E0
3.687082421E1,-6.137237549E-2,2.300715637E-1,9.867779846E0,9.870652389E0
3.688083421E1,-4.909790039E-2,2.290237427E-1,9.860594788E0,9.863376300E0
3.689084221E1,-5.269042969E-2,2.287243652E-1,9.865684204E0,9.868475867E0
3.690085221E1,-5.598358154E-2,2.333647156E-1,9.857451324E0,9.860372197E0
3.691086121E1,-5.298980713E-2,2.243833923E-1,9.861043854E0,9.863738729E0
3.692087021E1,-4.790039063E-2,2.353106689E-1,9.867031403E0,9.869953103E0
3.693088021E1,-5.538482666E-2,2.260299683E-1,9.871222687E0,9.873965483E0
3.694089021E1,-4.775070190E-2,2.227368164E-1,9.868378601E0,9.871007448E0
3.695090021E1,-5.029541016E-2,2.264790344E-1,9.860295410E0,9.863024280E0
3.696090921E1,-5.284011841E-2,2.327659607E-1,9.873318329E0,9.876203061E0
3.697091821E1,-5.493576050E-2,2.321672058E-1,9.882000275E0,9.884879816E0
3.698092621E1,-5.942642212E-2,2.290237427E-1,9.877808990E0,9.880642379E0
3.699093621E1,-3.906875610E-2,2.249821472E-1,9.869426422E0,9.872067728E0
3.700094521E1,-4.236190796E-2,2.148033142E-1,9.858948212E0,9.861378952E0
3.701095521E1,-5.059478760E-2,2.303709412E-1,9.866432648E0,9.869251430E0
3.702096521E1,-4.999603271E-2,2.269281006E-1,9.854158173E0,9.856897547E0
3.703097521E1,-4.700225830E-2,2.269281006E-1,9.869276733E0,9.871997205E0
3.704098521E1,-5.194198608E-2,2.299218750E-1,9.867779846E0,9.870594771E0
3.705099621E1,-4.670288086E-2,2.242337036E-1,9.863139496E0,9.865798631E0
3.706100621E1,-4.715194702E-2,2.239343262E-1,9.879156189E0,9.881806358E0
3.707101621E1,-5.897735596E-2,2.231858826E-1,9.864486694E0,9.867187442E0
3.708102721E1,-4.400848389E-2,2.309696960E-1,9.858050079E0,9.860853671E0
3.709103721E1,-5.089416504E-2,2.311193848E-1,9.868228912E0,9.871066217E0
3.710104821E1,-5.448669434E-2,2.228865051E-1,9.866582336E0,9.869249931E0
3.711105921E1,-3.772155762E-2,2.273771667E-1,9.869725800E0,9.872416657E0
3.712107021E1,-5.239105225E-2,2.282752991E-1,9.869576111E0,9.872354686E0
3.713108121E1,-4.819976807E-2,2.155517578E-1,9.868079224E0,9.870550812E0
3.714109221E1,-5.313949585E-2,2.230361938E-1,9.856104126E0,9.858770587E0
3.715110221E1,-3.652404785E-2,2.227368164E-1,9.862391052E0,9.864973541E0
3.716111121E1,-3.966751099E-2,2.234852600E-1,9.860744476E0,9.863356467E0
3.717112021E1,-4.894821167E-2,2.288740540E-1,9.874515839E0,9.877289219E0
3.718112921E1,-5.882766724E-2,2.275268555E-1,9.854008484E0,9.856810456E0
3.719113821E1,-5.763015747E-2,2.296224976E-1,9.863438873E0,9.866279650E0
3.720114821E1,-6.137237549E-2,2.261796570E-1,9.868977356E0,9.871759613E0
3.721115621E1,-5.179229736E-2,2.194436646E-1,9.864037628E0,9.866614226E0
3.722116421E1,-5.403762817E-2,2.312690735E-1,9.858050079E0,9.860910547E0
3.723117421E1,-4.864883423E-2,2.335144043E-1,9.859996033E0,9.862880789E0
3.724118321E1,-5.568420410E-2,2.282752991E-1,9.858648834E0,9.861448534E0
3.725119121E1,-5.269042969E-2,2.242337036E-1,9.864486694E0,9.867175623E0
3.726120021E1,-5.852828979E-2,2.330653381E-1,9.870025177E0,9.872950015E0
3.727121021E1,-5.239105225E-2,2.206411743E-1,9.874665527E0,9.877269189E0
3.728122021E1,-4.805007935E-2,2.136058044E-1,9.868228912E0,9.870657431E0
3.729122921E1,-5.224136353E-2,2.188449097E-1,9.864187317E0,9.866752945E0
3.730123821E1,-6.122268677E-2,2.167492676E-1,9.866732025E0,9.869302372E0
3.731124821E1,-5.104385376E-2,2.210902405E-1,9.882599030E0,9.885203587E0
3.732125821E1,-6.242019653E-2,2.249821472E-1,9.863738251E0,9.866501180E0
3.733126821E1,-4.924758911E-2,2.297721863E-1,9.866881714E0,9.869679597E0
3.734127921E1,-4.311035156E-2,2.278262329E-1,9.867929535E0,9.870653302E0
3.735128921E1,-5.478607178E-2,2.275268555E-1,9.871072998E0,9.873846875E0
3.736129921E1,-4.505630493E-2,2.263293457E-1,9.873767395E0,9.876463821E0
3.737130921E1,-6.182144165E-2,2.207908630E-1,9.869576111E0,9.872239012E0
3.738131921E1,-5.493576050E-2,2.381547546E-1,9.861792297E0,9.864820472E0
3.739132921E1,-4.565505981E-2,2.350112915E-1,9.874066772E0,9.876968630E0
3.740133921E1,-4.550537109E-2,2.227368164E-1,9.864337006E0,9.866956318E0
3.741135021E1,-4.116439819E-2,2.219883728E-1,9.852810974E0,9.855397376E0
3.742136021E1,-5.673202515E-2,2.200424194E-1,9.872569885E0,9.875184724E0
3.743137021E1,-4.505630493E-2,2.330653381E-1,9.857151947E0,9.860009839E0
3.744138021E1,-4.655319214E-2,2.276765442E-1,9.859846344E0,9.862584536E0
3.745138921E1,-4.775070190E-2,2.236349487E-1,9.862690430E0,9.865341111E0
3.746140021E1,-5.239105225E-2,2.118095398E-1,9.854457550E0,9.856872816E0
3.747141021E1,-4.715194702E-2,2.252815247E-1,9.872120819E0,9.874803519E0
3.748142121E1,-6.301895142E-2,2.200424194E-1,9.869426422E0,9.872080224E0
3.749143021E1,-4.715194702E-2,2.288740540E-1,9.864187317E0,9.866954853E0
3.750144021E1,-5.254074097E-2,2.167492676E-1,9.870174866E0,9.872694296E0
3.751145021E1,-5.179229736E-2,2.260299683E-1,9.865384827E0,9.868109736E0
3.752146021E1,-5.598358154E-2,2.329156494E-1,9.860744476E0,9.863653760E0
3.753147021E1,-6.346801758E-2,2.281256104E-1,9.869127045E0,9.871967287E0
3.754148021E1,-5.029541016E-2,2.140548706E-1,9.860295410E0,9.862746813E0
3.755149021E1,-5.897735596E-2,2.225871277E-1,9.861792297E0,9.864480254E0
3.756150379E1,-4.251159668E-2,2.281256104E-1,9.865384827E0,9.868113614E0
3.757151379E1,-5.418731689E-2,2.264790344E-1,9.872719574E0,9.875465599E0
3.758152479E1,-6.541397095E-2,2.212399292E-1,9.870174866E0,9.872870807E0
3.759153479E1,-5.134323120E-2,2.302212524E-1,9.877509613E0,9.880325607E0
3.760154579E1,-4.939727783E-2,2.203417969E-1,9.863738251E0,9.866322662E0
3.761155679E1,-6.017486572E-2,2.233355713E-1,9.852212219E0,9.854926961E0
3.762156779E1,-5.897735596E-2,2.269281006E-1,9.867929535E0,9.870714665E0
3.763157779E1,-4.864883423E-2,2.312690735E-1,9.871372375E0,9.874200964E0
3.764158779E1,-5.164260864E-2,2.224374390E-1,9.872120819E0,9.874761508E0
3.765159779E1,-5.164260864E-2,2.317181396E-1,9.867929535E0,9.870784850E0
3.766160779E1,-4.430786133E-2,2.245330811E-1,9.866732025E0,9.869385956E0
3.767161979E1,-6.032455444E-2,2.221380615E-1,9.873318329E0,9.876001174E0
3.768163079E1,-6.167175293E-2,2.230361938E-1,9.862241364E0,9.864955816E0
3.769164179E1,-5.298980713E-2,2.305206299E-1,9.867779846E0,9.870614306E0
3.770165279E1,-5.298980713E-2,2.266287231E-1,9.868677979E0,9.871422063E0
3.771166479E1,-4.340972900E-2,2.136058044E-1,9.863139496E0,9.865547758E0
3.772167579E1,-5.403762817E-2,2.282752991E-1,9.870174866E0,9.872962147E0
3.773168679E1,-4.849914551E-2,2.165995789E-1,9.850116577E0,9.852617121E0
3.774169779E1,-4.056564331E-2,2.195933533E-1,9.846374359E0,9.848906276E0
3.775170979E1,-5.792953491E-2,2.402503967E-1,9.867330780E0,9.870425158E0
3.776172179E1,-4.385879517E-2,2.174977112E-1,9.863139496E0,9.865634777E0
3.777173379E1,-4.969665527E-2,2.122586060E-1,9.865684204E0,9.868092434E0
3.778174479E1,-5.448669434E-2,2.300715637E-1,9.871971130E0,9.874802060E0
3.779175679E1,-5.373825073E-2,2.393522644E-1,9.868079224E0,9.871127842E0
3.780176879E1,-5.209167480E-2,2.366578674E-1,9.868228912E0,9.871203693E0
3.781177879E1,-5.164260864E-2,2.329156494E-1,9.851763153E0,9.854651383E0
3.782179079E1,-5.748046875E-2,2.165995789E-1,9.868079224E0,9.870623432E0
3.783180279E1,-5.313949585E-2,2.345622253E-1,9.861043854E0,9.863976335E0
3.784181379E1,-5.194198608E-2,2.254312134E-1,9.875563660E0,9.878272865E0
3.785182479E1,-3.936813354E-2,2.374063110E-1,9.874216461E0,9.877148492E0
3.786183579E1,-4.834945679E-2,2.248324585E-1,9.866881714E0,9.869561391E0
3.787184579E1,-5.538482666E-2,2.285746765E-1,9.874964905E0,9.877765220E0
3.788185779E1,-5.284011841E-2,2.338137817E-1,9.864037628E0,9.866949847E0
3.789186779E1,-4.685256958E-2,2.234852600E-1,9.860295410E0,9.862939035E0
3.790187779E1,-4.505630493E-2,2.118095398E-1,9.861043854E0,9.863421274E0
3.791188879E1,-5.298980713E-2,2.173480225E-1,9.860744476E0,9.863281893E0
3.792189879E1,-6.182144165E-2,2.188449097E-1,9.872120819E0,9.874739716E0
3.793190979E1,-5.403762817E-2,2.374063110E-1,9.861193542E0,9.864198898E0
3.794192079E1,-5.448669434E-2,2.285746765E-1,9.867330780E0,9.870128262E0
3.795193179E1,-5.553451538E-2,2.311193848E-1,9.856104126E0,9.858969966E0
3.796194279E1,-4.969665527E-2,2.188449097E-1,9.861043854E0,9.863597150E0
3.797195379E1,-5.403762817E-2,2.317181396E-1,9.868228912E0,9.871096962E0
3.798196479E1,-5.673202515E-2,2.297721863E-1,9.868079224E0,9.870916945E0
3.799197579E1,-5.059478760E-2,2.272274780E-1,9.863887939E0,9.866634555E0
3.800198579E1,-4.041595459E-2,2.216889954E-1,9.866282959E0,9.868856007E0
3.801199579E1,-3.697311401E-2,2.348616028E-1,9.863887939E0,9.866752873E0
3.802200679E1,-5.433700562E-2,2.305206299E-1,9.877509613E0,9.880348598E0
3.803201779E1,-4.849914551E-2,2.203417969E-1,9.867031403E0,9.869610498E0
3.804202779E1,-5.403762817E-2,2.380050659E-1,9.869725800E0,9.872742974E0
3.805203779E1,-5.927673340E-2,2.380050659E-1,9.868079224E0,9.871126972E0
3.806204779E1,-5.508544922E-2,2.224374390E-1,9.863438873E0,9.866100508E0
3.807205779E1,-5.538482666E-2,2.188449097E-1,9.861043854E0,9.863627449E0
3.808206779E1,-6.122268677E-2,2.236349487E-1,9.875114594E0,9.877836253E0
3.809207779E1,-5.463638306E-2,2.284249878E-1,9.861492920E0,9.864289418E0
3.810208679E1,-4.101470947E-2,2.222877502E-1,9.874815216E0,9.877401966E0
3.811209679E1,-4.475692749E-2,2.219883728E-1,9.862690430E0,9.865289886E0
3.812210779E1,-4.775070190E-2,2.369572449E-1,9.852062531E0,9.855027396E0
3.813211779E1,-6.406677246E-2,2.215393066E-1,9.861642609E0,9.864338759E0
3.814212879E1,-6.107299805E-2,2.191442871E-1,9.875413971E0,9.878033976E0
3.815213879E1,-6.197113037E-2,2.278262329E-1,9.861343231E0,9.864169278E0
3.816214879E1,-5.418731689E-2,2.237846375E-1,9.862391052E0,9.865078464E0
3.817215779E1,-4.819976807E-2,2.260299683E-1,9.868677979E0,9.871383784E0
3.818216679E1,-3.068618774E-2,2.231858826E-1,9.867929535E0,9.870500843E0
3.819217579E1,-4.415817261E-2,2.308200073E-1,9.864786072E0,9.867584915E0
3.820218579E1,-5.044509888E-2,2.327659607E-1,9.871971130E0,9.874843730E0
3.821219479E1,-5.164260864E-2,2.263293457E-1,9.869127045E0,9.871856996E0
3.822220479E1,-4.909790039E-2,2.174977112E-1,9.859846344E0,9.862367149E0
3.823221479E1,-5.149291992E-2,2.393522644E-1,9.866582336E0,9.869619447E0
3.824222479E1,-5.059478760E-2,2.318678284E-1,9.883796539E0,9.886645364E0
3.825223479E1,-4.640350342E-2,2.362088013E-1,9.868827667E0,9.871763136E0
3.826224479E1,-3.128494263E-2,2.348616028E-1,9.876312103E0,9.879153784E0
3.827225479E1,-3.876937866E-2,2.308200073E-1,9.869576111E0,9.872350964E0
3.828226379E1,-4.760101318E-2,2.206411743E-1,9.863438873E0,9.866021224E0
3.829227479E1,-4.101470947E-2,2.164498901E-1,9.865384827E0,9.867844270E0
3.830228479E1,-4.640350342E-2,2.230361938E-1,9.856104126E0,9.858736581E0
3.831229579E1,-4.879852295E-2,2.168989563E-1,9.872420197E0,9.874923138E0
3.832230679E1,-4.760101318E-2,2.275268555E-1,9.865983582E0,9.868721617E0
3.833231779E1,-5.613327026E-2,2.327659607E-1,9.867630157E0,9.870534730E0
3.834232779E1,-5.269042969E-2,2.272274780E-1,9.877210236E0,9.879964101E0
3.835233679E1,-5.254074097E-2,2.219883728E-1,9.871821442E0,9.874456843E0
3.836234679E1,-4.385879517E-2,2.311193848E-1,9.869725800E0,9.872528912E0
3.837235579E1,-4.924758911E-2,2.330653381E-1,9.872270508E0,9.875144037E0
3.838236579E1,-5.119354248E-2,2.260299683E-1,9.870025177E0,9.872745683E0
3.839237579E1,-4.011657715E-2,2.210902405E-1,9.864786072E0,9.867344854E0
3.840238579E1,-4.790039063E-2,2.264790344E-1,9.856553192E0,9.859271171E0
3.841239679E1,-5.493576050E-2,2.219883728E-1,9.855205994E0,9.857858893E0
3.842240779E1,-4.775070190E-2,2.225871277E-1,9.855205994E0,9.857834972E0
3.843241879E1,-5.298980713E-2,2.140548706E-1,9.860145721E0,9.862611270E0
3.844242879E1,-4.430786133E-2,2.254312134E-1,9.862241364E0,9.864916986E0
3.845243979E1,-5.119354248E-2,2.263293457E-1,9.865684204E0,9.868412768E0
3.846245179E1,-6.242019653E-2,2.351609802E-1,9.856403503E0,9.859406016E0
3.847246179E1,-5.149291992E-2,2.284249878E-1,9.858499146E0,9.861279577E0
3.848247179E1,-5.074447632E-2,2.302212524E-1,9.867330780E0,9.870146582E0
3.849248279E1,-4.370910645E-2,2.266287231E-1,9.860744476E0,9.863445275E0
3.850249379E1,-5.239105225E-2,2.300715637E-1,9.876012726E0,9.878831161E0
3.851250479E1,-4.056564331E-2,2.240840149E-1,9.863738251E0,9.866366682E0
3.852251479E1,-5.074447632E-2,2.260299683E-1,9.860894165E0,9.863614869E0
3.853252479E1,-5.239105225E-2,2.243833923E-1,9.855804749E0,9.858497856E0
3.854253579E1,-4.340972900E-2,2.242337036E-1,9.850715332E0,9.853362762E0
3.855254579E1,-5.149291992E-2,2.321672058E-1,9.871372375E0,9.874236462E0
3.856255496E1,-5.209167480E-2,2.188449097E-1,9.878407745E0,9.880968891E0
3.857256496E1,-5.044509888E-2,2.186952209E-1,9.869426422E0,9.871978029E0
3.858257496E1,-4.969665527E-2,2.234852600E-1,9.865384827E0,9.868041001E0
3.859258496E1,-3.847000122E-2,2.192939758E-1,9.862241364E0,9.864754153E0
3.860259596E1,-5.328918457E-2,2.269281006E-1,9.861792297E0,9.864546792E0
3.861260696E1,-4.879852295E-2,2.282752991E-1,9.863139496E0,9.865901460E0
3.862261796E1,-4.071533203E-2,2.210902405E-1,9.861642609E0,9.864204660E0
3.863262996E1,-3.562591553E-2,2.140548706E-1,9.865983582E0,9.868369710E0
3.864264096E1,-4.775070190E-2,2.189945984E-1,9.856253815E0,9.858802058E0
3.865265196E1,-4.819976807E-2,2.252815247E-1,9.854307861E0,9.857000477E0
3.866266196E1,-4.939727783E-2,2.318678284E-1,9.866732025E0,9.869579709E0
3.867267296E1,-5.822891235E-2,2.276765442E-1,9.857301636E0,9.860102573E0
3.868268296E1,-5.403762817E-2,2.152523804E-1,9.863588562E0,9.866084987E0
3.869269396E1,-5.134323120E-2,2.324665833E-1,9.864337006E0,9.867209403E0
3.870270396E1,-4.864883423E-2,2.356100464E-1,9.876461792E0,9.879391496E0
3.871271496E1,-5.703140259E-2,2.306703186E-1,9.865833893E0,9.868694938E0
3.872272496E1,-4.954696655E-2,2.177970886E-1,9.855804749E0,9.858335443E0
3.873273496E1,-5.239105225E-2,2.363584900E-1,9.862690430E0,9.865661289E0
3.874274496E1,-4.805007935E-2,2.342628479E-1,9.861492920E0,9.864392049E0
3.875275596E1,-5.733078003E-2,2.182461548E-1,9.874066772E0,9.876644816E0
3.876276596E1,-5.673202515E-2,2.255809021E-1,9.854008484E0,9.856753445E0
3.877277696E1,-5.553451538E-2,2.161505127E-1,9.864037628E0,9.866561886E0
3.878278796E1,-5.613327026E-2,2.221380615E-1,9.854607239E0,9.857270418E0
3.879279896E1,-4.610412598E-2,2.255809021E-1,9.867480469E0,9.870166317E0
3.880280996E1,-4.460723877E-2,2.257305908E-1,9.863887939E0,9.866571309E0
3.881281996E1,-4.879852295E-2,2.182461548E-1,9.867929535E0,9.870463312E0
3.882283096E1,-4.161346436E-2,2.206411743E-1,9.870773621E0,9.873327001E0
3.883284096E1,-3.936813354E-2,2.285746765E-1,9.860594788E0,9.863322250E0
3.884285196E1,-4.011657715E-2,2.222877502E-1,9.878407745E0,9.880989868E0
3.885286296E1,-5.134323120E-2,2.127076721E-1,9.859546967E0,9.861974806E0
3.886287496E1,-5.164260864E-2,2.236349487E-1,9.870324554E0,9.872992776E0
3.887288496E1,-4.071533203E-2,2.239343262E-1,9.868378601E0,9.871003016E0
3.888289596E1,-4.385879517E-2,2.261796570E-1,9.876312103E0,9.878999018E0
3.889290596E1,-5.807922363E-2,2.201921082E-1,9.865384827E0,9.868012745E0
3.890291696E1,-4.924758911E-2,2.171983337E-1,9.864037628E0,9.866551514E0
3.891292696E1,-6.032455444E-2,2.197430420E-1,9.861193542E0,9.863826040E0
3.892293796E1,-5.703140259E-2,2.245330811E-1,9.879904633E0,9.882620262E0
3.893294896E1,-5.972579956E-2,2.415975952E-1,9.873018951E0,9.876155111E0
3.894295896E1,-4.595443726E-2,2.176473999E-1,9.878258057E0,9.880762341E0
3.895296996E1,-5.194198608E-2,2.227368164E-1,9.860145721E0,9.862797945E0
3.896297996E1,-4.775070190E-2,2.133064270E-1,9.857451324E0,9.859874562E0
3.897299096E1,-5.164260864E-2,2.137554932E-1,9.873168640E0,9.875617316E0
3.898300096E1,-4.670288086E-2,2.177970886E-1,9.870623932E0,9.873136965E0
3.899301096E1,-4.415817261E-2,2.168989563E-1,9.863887939E0,9.866371186E0
3.900302096E1,-4.011657715E-2,2.348616028E-1,9.863139496E0,9.866016928E0
3.901303096E1,-5.523513794E-2,2.362088013E-1,9.858199768E0,9.861183914E0
3.902304096E1,-4.924758911E-2,2.330653381E-1,9.866881714E0,9.869756812E0
3.903304996E1,-5.792953491E-2,2.381547546E-1,9.866432648E0,9.869476517E0
3.904306096E1,-4.924758911E-2,2.267784119E-1,9.871971130E0,9.874698364E0
3.905307096E1,-5.658233643E-2,2.206411743E-1,9.865684204E0,9.868313377E0
3.906308296E1,-5.044509888E-2,2.261796570E-1,9.858050079E0,9.860773464E0
3.907309396E1,-3.727249146E-2,2.338137817E-1,9.854756927E0,9.857600734E0
3.908310496E1,-5.044509888E-2,2.266287231E-1,9.861792297E0,9.864524956E0
3.909311496E1,-5.104385376E-2,2.285746765E-1,9.866282959E0,9.869062331E0
3.910312596E1,-4.580474854E-2,2.231858826E-1,9.856253815E0,9.858886817E0
3.911313696E1,-4.400848389E-2,2.267784119E-1,9.857750702E0,9.860457094E0
3.912314696E1,-5.044509888E-2,2.242337036E-1,9.864935760E0,9.867612833E0
3.913315696E1,-4.700225830E-2,2.296224976E-1,9.864935760E0,9.867719760E0
3.914316596E1,-4.550537109E-2,2.263293457E-1,9.867181091E0,9.869881377E0
3.915317696E1,-6.481521606E-2,2.336640930E-1,9.868378601E0,9.871357360E0
3.916318696E1,-5.613327026E-2,2.192939758E-1,9.867330780E0,9.869926925E0
3.917319696E1,-4.819976807E-2,2.221380615E-1,9.870324554E0,9.872941575E0
3.918320796E1,-4.715194702E-2,2.272274780E-1,9.855355682E0,9.858087607E0
3.919321796E1,-5.074447632E-2,2.338137817E-1,9.856253815E0,9.859157324E0
3.920322896E1,-5.284011841E-2,2.300715637E-1,9.863887939E0,9.866712233E0
3.921323996E1,-4.730163574E-2,2.192939758E-1,9.866133270E0,9.868683448E0
3.922324996E1,-5.553451538E-2,2.206411743E-1,9.859996033E0,9.862620766E0
3.923325996E1,-5.328918457E-2,2.239343262E-1,9.872270508E0,9.874953737E0
3.924327096E1,-4.415817261E-2,2.252815247E-1,9.867929535E0,9.870599527E0
3.925328096E1,-4.116439819E-2,2.165995789E-1,9.862091675E0,9.864555848E0
3.926329096E1,-4.805007935E-2,2.320175171E-1,9.870025177E0,9.872868779E0
3.927330196E1,-4.805007935E-2,2.228865051E-1,9.868827667E0,9.871461226E0
3.928331296E1,-4.475692749E-2,2.224374390E-1,9.859247589E0,9.861858071E0
3.929332296E1,-5.418731689E-2,2.320175171E-1,9.872270508E0,9.875145233E0
3.930333296E1,-4.535568237E-2,2.285746765E-1,9.853858795E0,9.856613854E0
3.931334396E1,-4.745132446E-2,2.194436646E-1,9.870324554E0,9.872877694E0
3.932335396E1,-5.209167480E-2,2.200424194E-1,9.869426422E0,9.872016517E0
3.933336396E1,-4.999603271E-2,2.218386841E-1,9.867630157E0,9.870250095E0
3.934337496E1,-6.586303711E-2,2.276765442E-1,9.860894165E0,9.863742103E0
3.935338596E1,-5.119354248E-2,2.296224976E-1,9.867630157E0,9.870434246E0
3.936339596E1,-5.269042969E-2,2.347119141E-1,9.868827667E0,9.871758987E0
3.937340696E1,-4.475692749E-2,2.395019531E-1,9.858648834E0,9.861659151E0
3.938341596E1,-4.834945679E-2,2.173480225E-1,9.864187317E0,9.866700019E0
3.939342596E1,-4.819976807E-2,2.236349487E-1,9.870773621E0,9.873424314E0
3.940343696E1,-4.296066284E-2,2.290237427E-1,9.854607239E0,9.857361783E0
3.941344696E1,-5.149291992E-2,2.354603577E-1,9.861193542E0,9.864138644E0
3.942345696E1,-5.328918457E-2,2.290237427E-1,9.863738251E0,9.866540624E0
3.943346796E1,-5.209167480E-2,2.182461548E-1,9.854756927E0,9.857310943E0
3.944347896E1,-5.733078003E-2,2.329156494E-1,9.856253815E0,9.859172165E0
3.945349096E1,-5.598358154E-2,2.395019531E-1,9.862840118E0,9.865906474E0
3.946350196E1,-4.475692749E-2,2.170486450E-1,9.856104126E0,9.858595328E0
3.947351396E1,-5.448669434E-2,2.161505127E-1,9.864187317E0,9.866705695E0
3.948352496E1,-5.418731689E-2,2.263293457E-1,9.875413971E0,9.878155817E0
3.949353696E1,-4.071533203E-2,2.239343262E-1,9.866582336E0,9.869207229E0
3.950354696E1,-4.340972900E-2,2.281256104E-1,9.871372375E0,9.874103416E0
3.951355796E1,-5.822891235E-2,2.294728088E-1,9.866582336E0,9.869422241E0
3.952356796E1,-5.688171387E-2,2.315684509E-1,9.865085449E0,9.867966883E0
3.953357896E1,-4.430786133E-2,2.336640930E-1,9.869875488E0,9.872740463E0
3.954358896E1,-4.595443726E-2,2.314187622E-1,9.872120819E0,9.874939793E0
3.955359896E1,-4.640350342E-2,2.185455322E-1,9.856403503E0,9.858935311E0
3.956360867E1,-5.269042969E-2,2.255809021E-1,9.867929535E0,9.870648222E0
3.957361967E1,-5.493576050E-2,2.228865051E-1,9.890831909E0,9.893495448E0
3.958362967E1,-4.490661621E-2,2.291734314E-1,9.867181091E0,9.869944263E0
3.959363867E1,-3.562591553E-2,2.290237427E-1,9.870923309E0,9.873644112E0
3.960364967E1,-5.777984619E-2,2.290237427E-1,9.858798523E0,9.861627589E0
3.961365967E1,-4.939727783E-2,2.227368164E-1,9.867330780E0,9.869968009E0
3.962366967E1,-4.745132446E-2,2.266287231E-1,9.865983582E0,9.868700230E0
3.963368067E1,-5.673202515E-2,2.267784119E-1,9.869875488E0,9.872643472E0
3.964369067E1,-4.924758911E-2,2.234852600E-1,9.874815216E0,9.877466605E0
3.965369967E1,-4.730163574E-2,2.299218750E-1,9.869576111E0,9.872367199E0
3.966371067E1,-5.478607178E-2,2.285746765E-1,9.877210236E0,9.880006576E0
3.967372067E1,-5.703140259E-2,2.183958435E-1,9.863289185E0,9.865871622E0
3.968373067E1,-5.748046875E-2,2.186952209E-1,9.867929535E0,9.870519992E0
3.969373967E1,-5.748046875E-2,2.303709412E-1,9.862540741E0,9.865398352E0
