Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2)
1.138097442E2,-4.565505981E-2,2.257305908E-1,9.865833893E0,9.868521525E0
1.138197542E2,-4.999603271E-2,2.103126526E-1,9.867031403E0,9.869399157E0
1.138297632E2,-4.805007935E-2,2.136058044E-1,9.867929535E0,9.870358127E0
1.138397732E2,-5.209167480E-2,2.342628479E-1,9.859097900E0,9.862018254E0
1.138497822E2,-4.730163574E-2,2.356100464E-1,9.858050079E0,9.860978699E0
1.138597912E2,-3.891906738E-2,2.341131592E-1,9.864935760E0,9.867790088E0
1.138698012E2,-5.733078003E-2,2.368075562E-1,9.875863037E0,9.878868122E0
1.138798112E2,-5.179229736E-2,2.270777893E-1,9.867779846E0,9.870528145E0
1.138898202E2,-4.655319214E-2,2.299218750E-1,9.862840118E0,9.865629553E0
1.138998302E2,-5.598358154E-2,2.427951050E-1,9.871971130E0,9.875115069E0
1.139098392E2,-6.406677246E-2,2.230361938E-1,9.868528290E0,9.871256268E0
1.139198482E2,-4.984634399E-2,2.285746765E-1,9.866582336E0,9.869355503E0
1.139298582E2,-5.194198608E-2,2.372566223E-1,9.860894165E0,9.863884752E0
1.139398692E2,-4.221221924E-2,2.293231201E-1,9.857601013E0,9.860358447E0
1.139498782E2,-5.119354248E-2,2.197430420E-1,9.867929535E0,9.870508654E0
1.139598872E2,-5.284011841E-2,2.121089172E-1,9.867330780E0,9.869751719E0
1.139698962E2,-5.074447632E-2,2.276765442E-1,9.870474243E0,9.873230140E0
1.139799062E2,-5.284011841E-2,2.293231201E-1,9.861792297E0,9.864599763E0
1.139899162E2,-6.436614990E-2,2.212399292E-1,9.872869263E0,9.875557584E0
1.139999252E2,-5.882766724E-2,2.341131592E-1,9.871971130E0,9.874921957E0
1.140099352E2,-5.703140259E-2,2.282752991E-1,9.859696655E0,9.862503755E0
1.140199452E2,-5.209167480E-2,2.124082947E-1,9.861043854E0,9.863468797E0
1.140299552E2,-4.670288086E-2,2.221380615E-1,9.855954437E0,9.858568068E0
1.140399652E2,-4.715194702E-2,2.330653381E-1,9.870623932E0,9.873487710E0
1.140499752E2,-4.071533203E-2,2.206411743E-1,9.868677979E0,9.871228156E0
1.140599842E2,-3.981719971E-2,2.191442871E-1,9.860295410E0,9.862810715E0
1.140699932E2,-3.532653809E-2,2.222877502E-1,9.853559418E0,9.856129717E0
1.140800032E2,-4.430786133E-2,2.273771667E-1,9.852361908E0,9.855084917E0
1.140900122E2,-4.550537109E-2,2.308200073E-1,9.867181091E0,9.869985375E0
1.141000212E2,-4.505630493E-2,2.210902405E-1,9.862391052E0,9.864971781E0
1.141100302E2,-5.089416504E-2,2.091151428E-1,9.859696655E0,9.862045300E0
1.141200392E2,-5.313949585E-2,2.173480225E-1,9.868378601E0,9.870914860E0
1.141300482E2,-5.523513794E-2,2.267784119E-1,9.862989807E0,9.865751229E0
1.141400582E2,-5.763015747E-2,2.305206299E-1,9.861343231E0,9.864205559E0
1.141500672E2,-4.071533203E-2,2.182461548E-1,9.860594788E0,9.863093769E0
1.141600762E2,-5.703140259E-2,2.242337036E-1,9.866133270E0,9.868845882E0
1.141700852E2,-5.104385376E-2,2.264790344E-1,9.873168640E0,9.875897793E0
1.141800932E2,-4.281097412E-2,2.296224976E-1,9.857002258E0,9.859769409E0
1.141901022E2,-5.269042969E-2,2.269281006E-1,9.860744476E0,9.863496047E0
1.142001112E2,-4.999603271E-2,2.275268555E-1,9.871821442E0,9.874569694E0
1.142101202E2,-5.029541016E-2,2.216889954E-1,9.861343231E0,9.863962995E0
1.142201292E2,-4.221221924E-2,2.200424194E-1,9.863887939E0,9.866432274E0
1.142301382E2,-4.745132446E-2,2.336640930E-1,9.873767395E0,9.876645843E0
1.142401472E2,-4.595443726E-2,2.353106689E-1,9.864187317E0,9.867100605E0
1.142501562E2,-4.685256958E-2,2.317181396E-1,9.876461792E0,9.879290763E0
1.142601652E2,-5.538482666E-2,2.197430420E-1,9.860295410E0,9.862899171E0
1.142701742E2,-3.652404785E-2,2.200424194E-1,9.879305878E0,9.881823582E0
1.142801822E2,-4.640350342E-2,2.263293457E-1,9.863738251E0,9.866443662E0
1.142901922E2,-5.044509888E-2,2.294728088E-1,9.854008484E0,9.856809102E0
1.143002022E2,-5.074447632E-2,2.315684509E-1,9.855056305E0,9.857907167E0
1.143102112E2,-4.595443726E-2,2.249821472E-1,9.879156189E0,9.881824517E0
1.143202202E2,-5.403762817E-2,2.155517578E-1,9.875563660E0,9.878063587E0
1.143302302E2,-4.131408691E-2,2.136058044E-1,9.869127045E0,9.871524853E0
1.143402402E2,-4.176315308E-2,2.222877502E-1,9.853260040E0,9.855855591E0
1.143502502E2,-4.894821167E-2,2.303709412E-1,9.867031403E0,9.869841711E0
1.143602602E2,-5.613327026E-2,2.101629639E-1,9.865833893E0,9.868231747E0
1.143702702E2,-4.715194702E-2,2.296224976E-1,9.865384827E0,9.868169414E0
1.143802802E2,-5.763015747E-2,2.228865051E-1,9.857002258E0,9.859690317E0
1.143902902E2,-6.436614990E-2,2.236349487E-1,9.858050079E0,9.860796467E0
1.144002992E2,-5.957611084E-2,2.326162720E-1,9.856553192E0,9.859477698E0
1.144103102E2,-5.104385376E-2,2.248324585E-1,9.858349457E0,9.861045032E0
1.144203192E2,-4.505630493E-2,2.278262329E-1,9.864486694E0,9.867220105E0
1.144303272E2,-5.703140259E-2,2.228865051E-1,9.859097900E0,9.861781907E0
1.144403362E2,-5.119354248E-2,2.249821472E-1,9.863887939E0,9.866586189E0
1.144503452E2,-4.326004028E-2,2.201921082E-1,9.859097900E0,9.861651353E0
1.144603532E2,-4.670288086E-2,2.278262329E-1,9.861043854E0,9.863785878E0
1.144703622E2,-4.385879517E-2,2.254312134E-1,9.870923309E0,9.873594574E0
1.144803712E2,-5.298980713E-2,2.309696960E-1,9.864037628E0,9.866883665E0
1.144903802E2,-4.999603271E-2,2.228865051E-1,9.867929535E0,9.870572998E0
1.145003892E2,-4.984634399E-2,2.285746765E-1,9.874815216E0,9.877586071E0
1.145103992E2,-5.179229736E-2,2.254312134E-1,9.862241364E0,9.864953441E0
1.145204082E2,-5.733078003E-2,2.115101624E-1,9.857301636E0,9.859737263E0
1.145304182E2,-4.370910645E-2,2.233355713E-1,9.861941986E0,9.864567350E0
1.145404262E2,-4.326004028E-2,2.327659607E-1,9.864486694E0,9.867327357E0
1.145504352E2,-4.056564331E-2,2.222877502E-1,9.870474243E0,9.873060275E0
1.145604452E2,-4.370910645E-2,2.128573608E-1,9.868977356E0,9.871369347E0
1.145704552E2,-5.059478760E-2,2.206411743E-1,9.876312103E0,9.878905968E0
1.145804642E2,-4.670288086E-2,2.246827698E-1,9.875264282E0,9.877930358E0
1.145904732E2,-5.194198608E-2,2.225871277E-1,9.862391052E0,9.865039294E0
1.146004832E2,-3.727249146E-2,2.293231201E-1,9.857002258E0,9.859739949E0
1.146104922E2,-5.822891235E-2,2.243833923E-1,9.858349457E0,9.861074613E0
1.146205017E2,-4.819976807E-2,2.279759216E-1,9.867630157E0,9.870381004E0
1.146305117E2,-3.996688843E-2,2.231858826E-1,9.862391052E0,9.864997038E0
1.146405197E2,-4.355941772E-2,2.224374390E-1,9.862391052E0,9.864995342E0
1.146505277E2,-4.715194702E-2,2.237846375E-1,9.855205994E0,9.857859202E0
1.146605367E2,-5.328918457E-2,2.207908630E-1,9.867031403E0,9.869645234E0
1.146705457E2,-5.298980713E-2,2.230361938E-1,9.861343231E0,9.864007471E0
1.146805537E2,-4.775070190E-2,2.290237427E-1,9.857750702E0,9.860526401E0
1.146905617E2,-5.523513794E-2,2.335144043E-1,9.873018951E0,9.875934544E0
1.147005707E2,-5.014572144E-2,2.255809021E-1,9.875863037E0,9.878566296E0
1.147105807E2,-3.966751099E-2,2.225871277E-1,9.850865021E0,9.853459301E0
1.147205897E2,-5.478607178E-2,2.261796570E-1,9.864636383E0,9.867381097E0
1.147305987E2,-5.104385376E-2,2.228865051E-1,9.849368134E0,9.852021950E0
1.147406077E2,-4.610412598E-2,2.191442871E-1,9.865833893E0,9.868375156E0
1.147506167E2,-5.807922363E-2,2.314187622E-1,9.862391052E0,9.865276737E0
1.147606257E2,-4.879852295E-2,2.269281006E-1,9.858050079E0,9.860782374E0
1.147706357E2,-4.161346436E-2,2.350112915E-1,9.872869263E0,9.875753615E0
1.147806447E2,-4.670288086E-2,2.148033142E-1,9.859097900E0,9.861548207E0
1.147906537E2,-5.613327026E-2,2.212399292E-1,9.869426422E0,9.872065435E0
1.148006647E2,-5.478607178E-2,2.327659607E-1,9.880204010E0,9.883097328E0
1.148106747E2,-5.433700562E-2,2.393522644E-1,9.870923309E0,9.873974326E0
1.148206837E2,-4.730163574E-2,2.228865051E-1,9.863289185E0,9.865920605E0
1.148306937E2,-4.879852295E-2,2.402503967E-1,9.876312103E0,9.879354347E0
1.148407037E2,-4.909790039E-2,2.170486450E-1,9.862540741E0,9.865050967E0
1.148507137E2,-5.448669434E-2,2.191442871E-1,9.855205994E0,9.857792765E0
1.148607227E2,-5.164260864E-2,2.170486450E-1,9.864337006E0,9.866859766E0
1.148707317E2,-4.026626587E-2,2.203417969E-1,9.873018951E0,9.875559483E0
1.148807417E2,-4.460723877E-2,2.386038208E-1,9.867330780E0,9.870316019E0
1.148907507E2,-5.164260864E-2,2.327659607E-1,9.858499146E0,9.861381868E0
1.149007597E2,-3.742218018E-2,2.351609802E-1,9.865085449E0,9.867958858E0
1.149107697E2,-4.206253052E-2,2.330653381E-1,9.864337006E0,9.867179601E0
1.149207787E2,-4.221221924E-2,2.266287231E-1,9.859247589E0,9.861942277E0
1.149307877E2,-5.074447632E-2,2.269281006E-1,9.866582336E0,9.869322082E0
1.149407967E2,-4.475692749E-2,2.174977112E-1,9.860744476E0,9.863244398E0
1.149508067E2,-5.568420410E-2,2.254312134E-1,9.863139496E0,9.865872525E0
1.149608167E2,-4.745132446E-2,2.342628479E-1,9.865085449E0,9.867980626E0
1.149708257E2,-5.313949585E-2,2.318678284E-1,9.854906616E0,9.857777179E0
1.149808357E2,-5.149291992E-2,2.243833923E-1,9.856104126E0,9.858792419E0
1.149908447E2,-6.122268677E-2,2.243833923E-1,9.870324554E0,9.873064516E0
1.150008557E2,-5.418731689E-2,2.188449097E-1,9.876611481E0,9.879184364E0
1.150108657E2,-5.343887329E-2,2.318678284E-1,9.864486694E0,9.867356087E0
1.150208747E2,-5.254074097E-2,2.279759216E-1,9.852960663E0,9.855737789E0
1.150308847E2,-5.358856201E-2,2.254312134E-1,9.863588562E0,9.866309862E0
1.150408937E2,-3.682342529E-2,2.225871277E-1,9.859846344E0,9.862427233E0
1.150509027E2,-5.373825073E-2,2.245330811E-1,9.864337006E0,9.867038434E0
1.150609117E2,-5.598358154E-2,2.254312134E-1,9.862241364E0,9.864976336E0
1.150709217E2,-4.191284180E-2,2.363584900E-1,9.857002258E0,9.859924723E0
1.150809297E2,-4.490661621E-2,2.323168945E-1,9.860145721E0,9.862984406E0
1.150909397E2,-5.613327026E-2,2.323168945E-1,9.878707123E0,9.881597872E0
1.151009487E2,-5.927673340E-2,2.236349487E-1,9.873917084E0,9.876627203E0
1.151109577E2,-4.924758911E-2,2.236349487E-1,9.862989807E0,9.865647766E0
1.151209667E2,-5.703140259E-2,2.288740540E-1,9.866582336E0,9.869401345E0
1.151309767E2,-4.355941772E-2,2.139051819E-1,9.865085449E0,9.867500381E0
1.151409867E2,-4.834945679E-2,2.170486450E-1,9.854906616E0,9.857415087E0
1.151509977E2,-5.957611084E-2,2.252815247E-1,9.872420197E0,9.875169954E0
1.151610067E2,-4.894821167E-2,2.305206299E-1,9.863139496E0,9.865954409E0
1.151710157E2,-5.074447632E-2,2.200424194E-1,9.864636383E0,9.867220715E0
1.151810247E2,-5.568420410E-2,2.251318359E-1,9.864636383E0,9.867362162E0
1.151910347E2,-6.122268677E-2,2.258802795E-1,9.868827667E0,9.871602182E0
1.152010447E2,-4.580474854E-2,2.294728088E-1,9.857301636E0,9.860078670E0
1.152110547E2,-5.104385376E-2,2.179467773E-1,9.868677979E0,9.871216304E0
1.152210647E2,-5.014572144E-2,2.139051819E-1,9.864187317E0,9.866633744E0
1.152310747E2,-5.284011841E-2,2.260299683E-1,9.861941986E0,9.864673404E0
1.152410857E2,-5.224136353E-2,2.237846375E-1,9.868228912E0,9.870904244E0
1.152510957E2,-5.598358154E-2,2.261796570E-1,9.869276733E0,9.872026876E0
1.152611047E2,-5.523513794E-2,2.195933533E-1,9.859846344E0,9.862446050E0
1.152711157E2,-4.700225830E-2,2.183958435E-1,9.864636383E0,9.867165597E0
1.152811257E2,-4.685256958E-2,2.161505127E-1,9.857900391E0,9.860381145E0
1.152911357E2,-4.355941772E-2,2.236349487E-1,9.855655060E0,9.858288222E0
1.153011457E2,-4.056564331E-2,2.279759216E-1,9.868228912E0,9.870945267E0
1.153111567E2,-4.505630493E-2,2.329156494E-1,9.860744476E0,9.863597792E0
1.153211667E2,-5.643264771E-2,2.327659607E-1,9.855056305E0,9.857966292E0
1.153311787E2,-5.044509888E-2,2.357597351E-1,9.867630157E0,9.870575074E0
1.153411877E2,-5.149291992E-2,2.201921082E-1,9.865534515E0,9.868125828E0
1.153511977E2,-5.239105225E-2,2.299218750E-1,9.853709106E0,9.856530426E0
1.153612087E2,-4.939727783E-2,2.293231201E-1,9.856253815E0,9.859045007E0
1.153712197E2,-5.149291992E-2,2.254312134E-1,9.864786072E0,9.867495883E0
1.153812297E2,-5.388793945E-2,2.163002014E-1,9.853409729E0,9.855930853E0
1.153912397E2,-4.834945679E-2,2.251318359E-1,9.863887939E0,9.866575257E0
1.154012507E2,-5.388793945E-2,2.206411743E-1,9.872719574E0,9.875331803E0
1.154112607E2,-4.550537109E-2,2.233355713E-1,9.869725800E0,9.872357210E0
1.154212717E2,-5.508544922E-2,2.306703186E-1,9.866582336E0,9.869432112E0
1.154312817E2,-5.448669434E-2,2.179467773E-1,9.855954437E0,9.858514466E0
1.154412927E2,-5.583389282E-2,2.243833923E-1,9.861043854E0,9.863754418E0
1.154513027E2,-6.077362061E-2,2.309696960E-1,9.864187317E0,9.867078182E0
1.154613137E2,-4.550537109E-2,2.234852600E-1,9.871971130E0,9.874605329E0
1.154713237E2,-4.670288086E-2,2.335144043E-1,9.844278717E0,9.847158656E0
1.154813337E2,-5.568420410E-2,2.139051819E-1,9.867031403E0,9.869506819E0
1.154913447E2,-5.583389282E-2,2.061213684E-1,9.853709106E0,9.856022859E0
1.155013547E2,-5.523513794E-2,2.225871277E-1,9.856104126E0,9.858771957E0
1.155113647E2,-4.984634399E-2,2.282752991E-1,9.861642609E0,9.864410231E0
1.155213737E2,-5.403762817E-2,2.324665833E-1,9.858349457E0,9.861237995E0
1.155313817E2,-6.197113037E-2,2.189945984E-1,9.864935760E0,9.867560824E0
1.155413907E2,-5.358856201E-2,2.215393066E-1,9.865684204E0,9.868316787E0
1.155514007E2,-6.556365967E-2,2.213896179E-1,9.842931519E0,9.845639280E0
1.155614097E2,-4.685256958E-2,2.201921082E-1,9.857750702E0,9.860320919E0
1.155714197E2,-3.622467041E-2,2.222877502E-1,9.866282959E0,9.868853201E0
1.155814287E2,-6.107299805E-2,2.177970886E-1,9.865534515E0,9.868127318E0
1.155914367E2,-4.924758911E-2,2.270777893E-1,9.858349457E0,9.861087347E0
1.156014467E2,-5.628295898E-2,2.317181396E-1,9.854307861E0,9.857192526E0
1.156114557E2,-5.298980713E-2,2.170486450E-1,9.864337006E0,9.866866909E0
1.156214644E2,-5.059478760E-2,2.209405518E-1,9.858199768E0,9.860805100E0
1.156314734E2,-6.526428223E-2,2.204914856E-1,9.871072998E0,9.873750962E0
1.156414824E2,-5.343887329E-2,2.242337036E-1,9.862690430E0,9.865383874E0
1.156514914E2,-4.894821167E-2,2.396516418E-1,9.869875488E0,9.872905904E0
1.156615004E2,-4.041595459E-2,2.230361938E-1,9.870923309E0,9.873525488E0
1.156715094E2,-4.790039063E-2,2.264790344E-1,9.871971130E0,9.874684866E0
1.156815194E2,-4.505630493E-2,2.245330811E-1,9.866282959E0,9.868940399E0
1.156915294E2,-4.355941772E-2,2.342628479E-1,9.861193542E0,9.864071907E0
1.157015384E2,-5.074447632E-2,2.306703186E-1,9.869875488E0,9.872701046E0
1.157115494E2,-4.715194702E-2,2.252815247E-1,9.867181091E0,9.869865134E0
1.157215594E2,-4.939727783E-2,2.333647156E-1,9.859097900E0,9.861983096E0
1.157315704E2,-5.029541016E-2,2.270777893E-1,9.862840118E0,9.865582048E0
1.157415804E2,-5.254074097E-2,2.212399292E-1,9.870324554E0,9.872943555E0
1.157515914E2,-5.403762817E-2,2.248324585E-1,9.866133270E0,9.868842658E0
1.157616014E2,-4.520599365E-2,2.230361938E-1,9.860145721E0,9.862771536E0
1.157716114E2,-4.415817261E-2,2.329156494E-1,9.862840118E0,9.865688767E0
1.157816204E2,-5.239105225E-2,2.191442871E-1,9.862989807E0,9.865563186E0
1.157916314E2,-4.625381470E-2,2.363584900E-1,9.862540741E0,9.865480962E0
1.158016424E2,-4.221221924E-2,2.179467773E-1,9.862989807E0,9.865487854E0
1.158116524E2,-4.326004028E-2,2.146536255E-1,9.869426422E0,9.871855221E0
1.158216624E2,-4.760101318E-2,2.240840149E-1,9.868977356E0,9.871635809E0
1.158316734E2,-4.086502075E-2,2.237846375E-1,9.867480469E0,9.870102346E0
1.158416824E2,-4.071533203E-2,2.279759216E-1,9.856852570E0,9.859572675E0
1.158516924E2,-5.807922363E-2,2.194436646E-1,9.866732025E0,9.869342915E0
1.158617014E2,-4.984634399E-2,2.221380615E-1,9.864636383E0,9.867263093E0
1.158717124E2,-5.313949585E-2,2.177970886E-1,9.857750702E0,9.860299604E0
1.158817214E2,-6.526428223E-2,2.248324585E-1,9.855056305E0,9.857836671E0
1.158917314E2,-4.610412598E-2,2.306703186E-1,9.869576111E0,9.872378994E0
1.159017414E2,-3.861968994E-2,2.401007080E-1,9.864187317E0,9.867184566E0
1.159117514E2,-4.984634399E-2,2.192939758E-1,9.855804749E0,9.858370136E0
1.159217604E2,-4.954696655E-2,2.279759216E-1,9.870923309E0,9.873679907E0
1.159317704E2,-5.882766724E-2,2.269281006E-1,9.868378601E0,9.871162711E0
1.159417804E2,-4.161346436E-2,2.371069336E-1,9.863887939E0,9.866825055E0
1.159517914E2,-3.427871704E-2,2.170486450E-1,9.866432648E0,9.868879285E0
1.159618014E2,-3.697311401E-2,2.227368164E-1,9.856702881E0,9.859288533E0
1.159718114E2,-6.256988525E-2,2.372566223E-1,9.866432648E0,9.869483213E0
1.159818204E2,-5.164260864E-2,2.273771667E-1,9.867031403E0,9.869786018E0
1.159918304E2,-4.939727783E-2,2.269281006E-1,9.869725800E0,9.872457840E0
1.160018404E2,-4.819976807E-2,2.270777893E-1,9.863438873E0,9.866170176E0
1.160118504E2,-4.685256958E-2,2.228865051E-1,9.860594788E0,9.863224783E0
1.160218614E2,-5.643264771E-2,2.179467773E-1,9.859996033E0,9.862565954E0
1.160318714E2,-5.343887329E-2,2.381547546E-1,9.875563660E0,9.878579402E0
1.160418834E2,-5.044509888E-2,2.312690735E-1,9.856702881E0,9.859544704E0
1.160518944E2,-4.146377563E-2,2.210902405E-1,9.869576111E0,9.872139218E0
1.160619054E2,-5.463638306E-2,2.279759216E-1,9.866582336E0,9.869367009E0
1.160719144E2,-4.894821167E-2,2.297721863E-1,9.870623932E0,9.873419265E0
1.160819244E2,-5.358856201E-2,2.254312134E-1,9.876461792E0,9.879179546E0
1.160919354E2,-5.822891235E-2,2.281256104E-1,9.866432648E0,9.869241364E0
1.161019454E2,-5.927673340E-2,2.284249878E-1,9.857002258E0,9.859826836E0
1.161119564E2,-4.251159668E-2,2.255809021E-1,9.860744476E0,9.863416021E0
1.161219664E2,-5.239105225E-2,2.215393066E-1,9.866133270E0,9.868759304E0
1.161319764E2,-5.044509888E-2,2.344125366E-1,9.850116577E0,9.853034585E0
1.161419854E2,-4.790039063E-2,2.311193848E-1,9.858199768E0,9.861024961E0
1.161519954E2,-5.418731689E-2,2.305206299E-1,9.857002258E0,9.859846325E0
1.161620064E2,-4.191284180E-2,2.383044434E-1,9.852960663E0,9.855931185E0
1.161720164E2,-4.834945679E-2,2.237846375E-1,9.858798523E0,9.861456563E0
1.161820274E2,-4.610412598E-2,2.221380615E-1,9.863289185E0,9.865898056E0
1.161920384E2,-4.071533203E-2,2.207908630E-1,9.873617706E0,9.876169954E0
1.162020484E2,-3.906875610E-2,2.194436646E-1,9.871671753E0,9.874187819E0
1.162120584E2,-5.239105225E-2,2.201921082E-1,9.868827667E0,9.871422841E0
1.162220694E2,-4.745132446E-2,2.312690735E-1,9.871522064E0,9.874344782E0
1.162320794E2,-4.281097412E-2,2.246827698E-1,9.860295410E0,9.862947871E0
1.162420894E2,-4.221221924E-2,2.209405518E-1,9.863438873E0,9.866003396E0
1.162520994E2,-4.700225830E-2,2.222877502E-1,9.858349457E0,9.860967248E0
1.162621094E2,-5.044509888E-2,2.279759216E-1,9.874815216E0,9.877575273E0
1.162721194E2,-4.670288086E-2,2.341131592E-1,9.862391052E0,9.865279895E0
1.162821294E2,-5.029541016E-2,2.258802795E-1,9.860744476E0,9.863459492E0
1.162921394E2,-5.269042969E-2,2.255809021E-1,9.866432648E0,9.869151748E0
1.163021504E2,-5.298980713E-2,2.198927307E-1,9.873468018E0,9.876058497E0
1.163121604E2,-4.775070190E-2,2.269281006E-1,9.869725800E0,9.872449739E0
1.163221704E2,-4.415817261E-2,2.195933533E-1,9.862840118E0,9.865383236E0
1.163321814E2,-4.281097412E-2,2.228865051E-1,9.864636383E0,9.867246938E0
1.163421924E2,-5.104385376E-2,2.278262329E-1,9.860295410E0,9.863059152E0
1.163522034E2,-5.104385376E-2,2.308200073E-1,9.874216461E0,9.877045817E0
1.163622144E2,-5.328918457E-2,2.188449097E-1,9.862989807E0,9.865561351E0
1.163722244E2,-4.984634399E-2,2.067201233E-1,9.848919067E0,9.851214375E0
1.163822354E2,-4.939727783E-2,2.213896179E-1,9.860594788E0,9.863203487E0
1.163922454E2,-4.790039063E-2,2.222877502E-1,9.861043854E0,9.863665251E0
1.164022554E2,-5.029541016E-2,2.165995789E-1,9.853409729E0,9.855918440E0
1.164122654E2,-5.748046875E-2,2.236349487E-1,9.862241364E0,9.864944060E0
1.164222754E2,-4.640350342E-2,2.212399292E-1,9.854756927E0,9.857349263E0
1.164322874E2,-5.284011841E-2,2.225871277E-1,9.866432648E0,9.869084573E0
1.164422984E2,-4.670288086E-2,2.263293457E-1,9.868677979E0,9.871383448E0
1.164523094E2,-4.490661621E-2,2.327659607E-1,9.863588562E0,9.866436840E0
1.164623194E2,-5.583389282E-2,2.254312134E-1,9.869426422E0,9.872158556E0
1.164723304E2,-4.146377563E-2,2.288740540E-1,9.863289185E0,9.866031427E0
1.164823404E2,-3.861968994E-2,2.192939758E-1,9.858499146E0,9.861013474E0
1.164923504E2,-5.059478760E-2,2.299218750E-1,9.865534515E0,9.868343082E0
1.165023614E2,-4.535568237E-2,2.333647156E-1,9.860594788E0,9.863460133E0
1.165123704E2,-5.792953491E-2,2.231858826E-1,9.848320312E0,9.851019275E0
1.165223804E2,-4.236190796E-2,2.197430420E-1,9.876761169E0,9.879296166E0
1.165323904E2,-4.326004028E-2,2.327659607E-1,9.858648834E0,9.861491178E0
1.165423994E2,-3.787124634E-2,2.309696960E-1,9.854607239E0,9.857386320E0
1.165524094E2,-4.595443726E-2,2.183958435E-1,9.862989807E0,9.865514507E0
1.165624184E2,-5.044509888E-2,2.176473999E-1,9.867480469E0,9.870009417E0
1.165724274E2,-5.119354248E-2,2.263293457E-1,9.880503387E0,9.883227860E0
1.165824374E2,-6.601272583E-2,2.249821472E-1,9.854906616E0,9.857695423E0
1.165924464E2,-5.284011841E-2,2.327659607E-1,9.868079224E0,9.870965486E0
1.166024564E2,-4.864883423E-2,2.402503967E-1,9.852511597E0,9.855560447E0
1.166124654E2,-5.343887329E-2,2.276765442E-1,9.876761169E0,9.879529519E0
1.166224739E2,-5.553451538E-2,2.293231201E-1,9.871671753E0,9.874491196E0
1.166324829E2,-5.343887329E-2,2.160008240E-1,9.859696655E0,9.862207167E0
1.166424919E2,-4.206253052E-2,2.242337036E-1,9.850565643E0,9.853207270E0
1.166524999E2,-4.775070190E-2,2.197430420E-1,9.847721558E0,9.850288677E0
1.166625099E2,-5.388793945E-2,2.386038208E-1,9.871821442E0,9.874851607E0
1.166725189E2,-5.029541016E-2,2.216889954E-1,9.864935760E0,9.867554570E0
1.166825279E2,-5.433700562E-2,2.170486450E-1,9.851912842E0,9.854453271E0
1.166925369E2,-5.373825073E-2,2.106120300E-1,9.867630157E0,9.870023817E0
1.167025469E2,-5.942642212E-2,2.299218750E-1,9.867630157E0,9.870487348E0
1.167125559E2,-5.688171387E-2,2.191442871E-1,9.855804749E0,9.858404891E0
1.167225649E2,-5.029541016E-2,2.333647156E-1,9.864786072E0,9.867674141E0
1.167325739E2,-5.972579956E-2,2.212399292E-1,9.870773621E0,9.873433352E0
1.167425839E2,-4.685256958E-2,2.231858826E-1,9.863438873E0,9.866074879E0
1.167525939E2,-4.790039063E-2,2.230361938E-1,9.870025177E0,9.872661069E0
1.167626029E2,-4.520599365E-2,2.302212524E-1,9.862241364E0,9.865031684E0
1.167726119E2,-5.583389282E-2,2.293231201E-1,9.859097900E0,9.861922628E0
1.167826209E2,-4.475692749E-2,2.245330811E-1,9.867181091E0,9.869836928E0
1.167926309E2,-5.239105225E-2,2.185455322E-1,9.872120819E0,9.874678549E0
1.168026399E2,-5.313949585E-2,2.369572449E-1,9.857151947E0,9.860142851E0
1.168126489E2,-5.134323120E-2,2.375559998E-1,9.859546967E0,9.862542034E0
1.168226589E2,-5.583389282E-2,2.324665833E-1,9.860594788E0,9.863492673E0
1.168326679E2,-5.897735596E-2,2.269281006E-1,9.867779846E0,9.870565018E0
1.168426779E2,-5.493576050E-2,2.198927307E-1,9.866582336E0,9.869185263E0
1.168526879E2,-5.119354248E-2,2.260299683E-1,9.852062531E0,9.854787995E0
1.168626979E2,-4.415817261E-2,2.384541321E-1,9.859097900E0,9.862079990E0
1.168727079E2,-5.583389282E-2,2.311193848E-1,9.860594788E0,9.863461013E0
1.168827179E2,-5.089416504E-2,2.176473999E-1,9.858798523E0,9.861332006E0
1.168927279E2,-5.313949585E-2,2.309696960E-1,9.869725800E0,9.872571001E0
1.169027379E2,-4.819976807E-2,2.287243652E-1,9.873468018E0,9.876234543E0
1.169127469E2,-4.924758911E-2,2.116598511E-1,9.860295410E0,9.862689836E0
1.169227569E2,-4.760101318E-2,2.242337036E-1,9.864486694E0,9.867149758E0
1.169327669E2,-5.418731689E-2,2.225871277E-1,9.872420197E0,9.875077814E0
1.169427769E2,-5.508544922E-2,2.258802795E-1,9.850565643E0,9.853309079E0
1.169527869E2,-4.999603271E-2,2.356100464E-1,9.859397278E0,9.862338789E0
1.169627959E2,-5.583389282E-2,2.261796570E-1,9.865983582E0,9.868733794E0
1.169728059E2,-4.984634399E-2,2.209405518E-1,9.860594788E0,9.863195676E0
1.169828159E2,-5.209167480E-2,2.278262329E-1,9.868977356E0,9.871744141E0
1.169928259E2,-4.819976807E-2,2.299218750E-1,9.863289185E0,9.866086399E0
1.170028349E2,-4.924758911E-2,2.302212524E-1,9.864935760E0,9.867744662E0
1.170128439E2,-4.745132446E-2,2.213896179E-1,9.876461792E0,9.879056763E0
1.170228539E2,-4.775070190E-2,2.285746765E-1,9.846673737E0,9.849442126E0
1.170328639E2,-5.179229736E-2,2.372566223E-1,9.872420197E0,9.875406507E0
1.170428739E2,-5.553451538E-2,2.281256104E-1,9.871671753E0,9.874463458E0
